,Middle Layer Super Output Areas Code,Middle Layer Super Output Areas Label,Marital and civil partnership status (12 categories) Code,Marital and civil partnership status (12 categories) Label,Count
84993,W02000244,Vale of Glamorgan 008,9,Formerly in a civil partnership now legally dissolved,5
84994,W02000244,Vale of Glamorgan 008,10,Widowed,634
84995,W02000244,Vale of Glamorgan 008,11,Surviving partner from civil partnership,0
84996,W02000245,Vale of Glamorgan 009,-8,Does not apply,1620
84997,W02000245,Vale of Glamorgan 009,1,Never married and never registered a civil partnership,2590
84998,W02000245,Vale of Glamorgan 009,2,Married: Opposite sex,2803
84999,W02000245,Vale of Glamorgan 009,3,Married: Same sex,25
85000,W02000245,Vale of Glamorgan 009,4,In a registered civil partnership: Opposite sex,1
85001,W02000245,Vale of Glamorgan 009,5,In a registered civil partnership: Same sex,7
85002,W02000245,Vale of Glamorgan 009,6,"Separated, but still married",174
85003,W02000245,Vale of Glamorgan 009,7,"Separated, but still in a registered civil partnership",0
85004,W02000245,Vale of Glamorgan 009,8,Divorced,733
85005,W02000245,Vale of Glamorgan 009,9,Formerly in a civil partnership now legally dissolved,1
85006,W02000245,Vale of Glamorgan 009,10,Widowed,323
85007,W02000245,Vale of Glamorgan 009,11,Surviving partner from civil partnership,0
85008,W02000246,Vale of Glamorgan 010,-8,Does not apply,708
85009,W02000246,Vale of Glamorgan 010,1,Never married and never registered a civil partnership,1131
85010,W02000246,Vale of Glamorgan 010,2,Married: Opposite sex,2629
85011,W02000246,Vale of Glamorgan 010,3,Married: Same sex,13
85012,W02000246,Vale of Glamorgan 010,4,In a registered civil partnership: Opposite sex,4
85013,W02000246,Vale of Glamorgan 010,5,In a registered civil partnership: Same sex,4
85014,W02000246,Vale of Glamorgan 010,6,"Separated, but still married",74
85015,W02000246,Vale of Glamorgan 010,7,"Separated, but still in a registered civil partnership",0
85016,W02000246,Vale of Glamorgan 010,8,Divorced,376
85017,W02000246,Vale of Glamorgan 010,9,Formerly in a civil partnership now legally dissolved,3
85018,W02000246,Vale of Glamorgan 010,10,Widowed,361
85019,W02000246,Vale of Glamorgan 010,11,Surviving partner from civil partnership,0
85020,W02000247,Vale of Glamorgan 011,-8,Does not apply,1357
85021,W02000247,Vale of Glamorgan 011,1,Never married and never registered a civil partnership,2266
85022,W02000247,Vale of Glamorgan 011,2,Married: Opposite sex,3538
85023,W02000247,Vale of Glamorgan 011,3,Married: Same sex,19
85024,W02000247,Vale of Glamorgan 011,4,In a registered civil partnership: Opposite sex,7
85025,W02000247,Vale of Glamorgan 011,5,In a registered civil partnership: Same sex,10
85026,W02000247,Vale of Glamorgan 011,6,"Separated, but still married",142
85027,W02000247,Vale of Glamorgan 011,7,"Separated, but still in a registered civil partnership",1
85028,W02000247,Vale of Glamorgan 011,8,Divorced,713
85029,W02000247,Vale of Glamorgan 011,9,Formerly in a civil partnership now legally dissolved,3
85030,W02000247,Vale of Glamorgan 011,10,Widowed,624
85031,W02000247,Vale of Glamorgan 011,11,Surviving partner from civil partnership,1
85032,W02000248,Vale of Glamorgan 012,-8,Does not apply,2249
85033,W02000248,Vale of Glamorgan 012,1,Never married and never registered a civil partnership,3784
85034,W02000248,Vale of Glamorgan 012,2,Married: Opposite sex,2883
85035,W02000248,Vale of Glamorgan 012,3,Married: Same sex,28
85036,W02000248,Vale of Glamorgan 012,4,In a registered civil partnership: Opposite sex,0
85037,W02000248,Vale of Glamorgan 012,5,In a registered civil partnership: Same sex,11
85038,W02000248,Vale of Glamorgan 012,6,"Separated, but still married",233
85039,W02000248,Vale of Glamorgan 012,7,"Separated, but still in a registered civil partnership",3
85040,W02000248,Vale of Glamorgan 012,8,Divorced,967
85041,W02000248,Vale of Glamorgan 012,9,Formerly in a civil partnership now legally dissolved,4
85042,W02000248,Vale of Glamorgan 012,10,Widowed,472
85043,W02000248,Vale of Glamorgan 012,11,Surviving partner from civil partnership,0
85044,W02000249,Vale of Glamorgan 013,-8,Does not apply,1675
85045,W02000249,Vale of Glamorgan 013,1,Never married and never registered a civil partnership,2894
85046,W02000249,Vale of Glamorgan 013,2,Married: Opposite sex,2542
85047,W02000249,Vale of Glamorgan 013,3,Married: Same sex,28
85048,W02000249,Vale of Glamorgan 013,4,In a registered civil partnership: Opposite sex,7
85049,W02000249,Vale of Glamorgan 013,5,In a registered civil partnership: Same sex,2
85050,W02000249,Vale of Glamorgan 013,6,"Separated, but still married",176
85051,W02000249,Vale of Glamorgan 013,7,"Separated, but still in a registered civil partnership",1
85052,W02000249,Vale of Glamorgan 013,8,Divorced,891
85053,W02000249,Vale of Glamorgan 013,9,Formerly in a civil partnership now legally dissolved,4
85054,W02000249,Vale of Glamorgan 013,10,Widowed,547
85055,W02000249,Vale of Glamorgan 013,11,Surviving partner from civil partnership,0
85056,W02000250,Vale of Glamorgan 014,-8,Does not apply,2257
85057,W02000250,Vale of Glamorgan 014,1,Never married and never registered a civil partnership,3216
85058,W02000250,Vale of Glamorgan 014,2,Married: Opposite sex,4480
85059,W02000250,Vale of Glamorgan 014,3,Married: Same sex,29
85060,W02000250,Vale of Glamorgan 014,4,In a registered civil partnership: Opposite sex,0
85061,W02000250,Vale of Glamorgan 014,5,In a registered civil partnership: Same sex,11
85062,W02000250,Vale of Glamorgan 014,6,"Separated, but still married",198
85063,W02000250,Vale of Glamorgan 014,7,"Separated, but still in a registered civil partnership",1
85064,W02000250,Vale of Glamorgan 014,8,Divorced,929
85065,W02000250,Vale of Glamorgan 014,9,Formerly in a civil partnership now legally dissolved,1
85066,W02000250,Vale of Glamorgan 014,10,Widowed,517
85067,W02000250,Vale of Glamorgan 014,11,Surviving partner from civil partnership,1
85068,W02000251,Vale of Glamorgan 015,-8,Does not apply,2092
85069,W02000251,Vale of Glamorgan 015,1,Never married and never registered a civil partnership,3533
85070,W02000251,Vale of Glamorgan 015,2,Married: Opposite sex,3518
85071,W02000251,Vale of Glamorgan 015,3,Married: Same sex,48
85072,W02000251,Vale of Glamorgan 015,4,In a registered civil partnership: Opposite sex,2
85073,W02000251,Vale of Glamorgan 015,5,In a registered civil partnership: Same sex,31
85074,W02000251,Vale of Glamorgan 015,6,"Separated, but still married",254
85075,W02000251,Vale of Glamorgan 015,7,"Separated, but still in a registered civil partnership",1
85076,W02000251,Vale of Glamorgan 015,8,Divorced,1008
85077,W02000251,Vale of Glamorgan 015,9,Formerly in a civil partnership now legally dissolved,2
85078,W02000251,Vale of Glamorgan 015,10,Widowed,549
85079,W02000251,Vale of Glamorgan 015,11,Surviving partner from civil partnership,1
85080,W02000252,Rhondda Cynon Taf 001,-8,Does not apply,1828
85081,W02000252,Rhondda Cynon Taf 001,1,Never married and never registered a civil partnership,2754
85082,W02000252,Rhondda Cynon Taf 001,2,Married: Opposite sex,3194
85083,W02000252,Rhondda Cynon Taf 001,3,Married: Same sex,44
85084,W02000252,Rhondda Cynon Taf 001,4,In a registered civil partnership: Opposite sex,4
85085,W02000252,Rhondda Cynon Taf 001,5,In a registered civil partnership: Same sex,7
85086,W02000252,Rhondda Cynon Taf 001,6,"Separated, but still married",164
85087,W02000252,Rhondda Cynon Taf 001,7,"Separated, but still in a registered civil partnership",5
85088,W02000252,Rhondda Cynon Taf 001,8,Divorced,649
85089,W02000252,Rhondda Cynon Taf 001,9,Formerly in a civil partnership now legally dissolved,0
85090,W02000252,Rhondda Cynon Taf 001,10,Widowed,528
85091,W02000252,Rhondda Cynon Taf 001,11,Surviving partner from civil partnership,1
85092,W02000253,Rhondda Cynon Taf 002,-8,Does not apply,1093
85093,W02000253,Rhondda Cynon Taf 002,1,Never married and never registered a civil partnership,2206
85094,W02000253,Rhondda Cynon Taf 002,2,Married: Opposite sex,2251
85095,W02000253,Rhondda Cynon Taf 002,3,Married: Same sex,43
85096,W02000253,Rhondda Cynon Taf 002,4,In a registered civil partnership: Opposite sex,4
85097,W02000253,Rhondda Cynon Taf 002,5,In a registered civil partnership: Same sex,5
85098,W02000253,Rhondda Cynon Taf 002,6,"Separated, but still married",122
85099,W02000253,Rhondda Cynon Taf 002,7,"Separated, but still in a registered civil partnership",1
85100,W02000253,Rhondda Cynon Taf 002,8,Divorced,596
85101,W02000253,Rhondda Cynon Taf 002,9,Formerly in a civil partnership now legally dissolved,0
85102,W02000253,Rhondda Cynon Taf 002,10,Widowed,444
85103,W02000253,Rhondda Cynon Taf 002,11,Surviving partner from civil partnership,0
85104,W02000254,Rhondda Cynon Taf 003,-8,Does not apply,1396
85105,W02000254,Rhondda Cynon Taf 003,1,Never married and never registered a civil partnership,2371
85106,W02000254,Rhondda Cynon Taf 003,2,Married: Opposite sex,2906
85107,W02000254,Rhondda Cynon Taf 003,3,Married: Same sex,25
85108,W02000254,Rhondda Cynon Taf 003,4,In a registered civil partnership: Opposite sex,4
85109,W02000254,Rhondda Cynon Taf 003,5,In a registered civil partnership: Same sex,1
85110,W02000254,Rhondda Cynon Taf 003,6,"Separated, but still married",113
85111,W02000254,Rhondda Cynon Taf 003,7,"Separated, but still in a registered civil partnership",0
85112,W02000254,Rhondda Cynon Taf 003,8,Divorced,645
85113,W02000254,Rhondda Cynon Taf 003,9,Formerly in a civil partnership now legally dissolved,2
85114,W02000254,Rhondda Cynon Taf 003,10,Widowed,486
85115,W02000254,Rhondda Cynon Taf 003,11,Surviving partner from civil partnership,0
85116,W02000255,Rhondda Cynon Taf 004,-8,Does not apply,1237
85117,W02000255,Rhondda Cynon Taf 004,1,Never married and never registered a civil partnership,1922
85118,W02000255,Rhondda Cynon Taf 004,2,Married: Opposite sex,2700
85119,W02000255,Rhondda Cynon Taf 004,3,Married: Same sex,6
85120,W02000255,Rhondda Cynon Taf 004,4,In a registered civil partnership: Opposite sex,3
85121,W02000255,Rhondda Cynon Taf 004,5,In a registered civil partnership: Same sex,6
85122,W02000255,Rhondda Cynon Taf 004,6,"Separated, but still married",113
85123,W02000255,Rhondda Cynon Taf 004,7,"Separated, but still in a registered civil partnership",1
85124,W02000255,Rhondda Cynon Taf 004,8,Divorced,540
85125,W02000255,Rhondda Cynon Taf 004,9,Formerly in a civil partnership now legally dissolved,1
85126,W02000255,Rhondda Cynon Taf 004,10,Widowed,382
85127,W02000255,Rhondda Cynon Taf 004,11,Surviving partner from civil partnership,0
85128,W02000256,Rhondda Cynon Taf 005,-8,Does not apply,1961
85129,W02000256,Rhondda Cynon Taf 005,1,Never married and never registered a civil partnership,3328
85130,W02000256,Rhondda Cynon Taf 005,2,Married: Opposite sex,3105
85131,W02000256,Rhondda Cynon Taf 005,3,Married: Same sex,29
85132,W02000256,Rhondda Cynon Taf 005,4,In a registered civil partnership: Opposite sex,2
85133,W02000256,Rhondda Cynon Taf 005,5,In a registered civil partnership: Same sex,9
85134,W02000256,Rhondda Cynon Taf 005,6,"Separated, but still married",185
85135,W02000256,Rhondda Cynon Taf 005,7,"Separated, but still in a registered civil partnership",0
85136,W02000256,Rhondda Cynon Taf 005,8,Divorced,796
85137,W02000256,Rhondda Cynon Taf 005,9,Formerly in a civil partnership now legally dissolved,1
85138,W02000256,Rhondda Cynon Taf 005,10,Widowed,596
85139,W02000256,Rhondda Cynon Taf 005,11,Surviving partner from civil partnership,0
85140,W02000257,Rhondda Cynon Taf 006,-8,Does not apply,1274
85141,W02000257,Rhondda Cynon Taf 006,1,Never married and never registered a civil partnership,2389
85142,W02000257,Rhondda Cynon Taf 006,2,Married: Opposite sex,2396
85143,W02000257,Rhondda Cynon Taf 006,3,Married: Same sex,20
85144,W02000257,Rhondda Cynon Taf 006,4,In a registered civil partnership: Opposite sex,0
85145,W02000257,Rhondda Cynon Taf 006,5,In a registered civil partnership: Same sex,9
85146,W02000257,Rhondda Cynon Taf 006,6,"Separated, but still married",114
85147,W02000257,Rhondda Cynon Taf 006,7,"Separated, but still in a registered civil partnership",1
85148,W02000257,Rhondda Cynon Taf 006,8,Divorced,592
85149,W02000257,Rhondda Cynon Taf 006,9,Formerly in a civil partnership now legally dissolved,1
85150,W02000257,Rhondda Cynon Taf 006,10,Widowed,449
85151,W02000257,Rhondda Cynon Taf 006,11,Surviving partner from civil partnership,0
85152,W02000258,Rhondda Cynon Taf 007,-8,Does not apply,1081
85153,W02000258,Rhondda Cynon Taf 007,1,Never married and never registered a civil partnership,1787
85154,W02000258,Rhondda Cynon Taf 007,2,Married: Opposite sex,1752
85155,W02000258,Rhondda Cynon Taf 007,3,Married: Same sex,12
85156,W02000258,Rhondda Cynon Taf 007,4,In a registered civil partnership: Opposite sex,3
85157,W02000258,Rhondda Cynon Taf 007,5,In a registered civil partnership: Same sex,6
85158,W02000258,Rhondda Cynon Taf 007,6,"Separated, but still married",112
85159,W02000258,Rhondda Cynon Taf 007,7,"Separated, but still in a registered civil partnership",0
85160,W02000258,Rhondda Cynon Taf 007,8,Divorced,536
85161,W02000258,Rhondda Cynon Taf 007,9,Formerly in a civil partnership now legally dissolved,1
85162,W02000258,Rhondda Cynon Taf 007,10,Widowed,419
85163,W02000258,Rhondda Cynon Taf 007,11,Surviving partner from civil partnership,0
85164,W02000259,Rhondda Cynon Taf 008,-8,Does not apply,1172
85165,W02000259,Rhondda Cynon Taf 008,1,Never married and never registered a civil partnership,1954
85166,W02000259,Rhondda Cynon Taf 008,2,Married: Opposite sex,1717
85167,W02000259,Rhondda Cynon Taf 008,3,Married: Same sex,8
85168,W02000259,Rhondda Cynon Taf 008,4,In a registered civil partnership: Opposite sex,1
85169,W02000259,Rhondda Cynon Taf 008,5,In a registered civil partnership: Same sex,4
85170,W02000259,Rhondda Cynon Taf 008,6,"Separated, but still married",130
85171,W02000259,Rhondda Cynon Taf 008,7,"Separated, but still in a registered civil partnership",1
85172,W02000259,Rhondda Cynon Taf 008,8,Divorced,423
85173,W02000259,Rhondda Cynon Taf 008,9,Formerly in a civil partnership now legally dissolved,1
85174,W02000259,Rhondda Cynon Taf 008,10,Widowed,339
85175,W02000259,Rhondda Cynon Taf 008,11,Surviving partner from civil partnership,0
85176,W02000260,Rhondda Cynon Taf 009,-8,Does not apply,993
85177,W02000260,Rhondda Cynon Taf 009,1,Never married and never registered a civil partnership,1887
85178,W02000260,Rhondda Cynon Taf 009,2,Married: Opposite sex,1816
85179,W02000260,Rhondda Cynon Taf 009,3,Married: Same sex,12
85180,W02000260,Rhondda Cynon Taf 009,4,In a registered civil partnership: Opposite sex,2
85181,W02000260,Rhondda Cynon Taf 009,5,In a registered civil partnership: Same sex,6
85182,W02000260,Rhondda Cynon Taf 009,6,"Separated, but still married",95
85183,W02000260,Rhondda Cynon Taf 009,7,"Separated, but still in a registered civil partnership",0
85184,W02000260,Rhondda Cynon Taf 009,8,Divorced,462
85185,W02000260,Rhondda Cynon Taf 009,9,Formerly in a civil partnership now legally dissolved,0
85186,W02000260,Rhondda Cynon Taf 009,10,Widowed,422
85187,W02000260,Rhondda Cynon Taf 009,11,Surviving partner from civil partnership,0
85188,W02000261,Rhondda Cynon Taf 010,-8,Does not apply,1301
85189,W02000261,Rhondda Cynon Taf 010,1,Never married and never registered a civil partnership,2444
85190,W02000261,Rhondda Cynon Taf 010,2,Married: Opposite sex,2577
85191,W02000261,Rhondda Cynon Taf 010,3,Married: Same sex,18
85192,W02000261,Rhondda Cynon Taf 010,4,In a registered civil partnership: Opposite sex,5
